branch	sha	merge_base	source_file_count	proof_rewrite_files
fixNnf	f6912113c2b0a24aee6a1a7141d9bc9e33ca8598	b19989f56ab8ef7e4e616cf8234a104be1359fa8	1	
fixNtStr	cf8a508243c43323a83b153b12cf5f963dec04fa	8f14d8b4eeaf5b2d1b7bb30173ca85197b7166be	0	
fixNta	809fe9aeb7c750262a9d358273cd1a13eb65e2ad	166ff763e9f5797868828a9141b91a264a54ec78	3	src/smt/proof_manager.cpp
fixOpenPf-0819	5f55bb35b3e7d628ab869259778d4045b6e18958	6dd7facba478a9a64035c232d0ef813db392d2bb	1	src/prop/minisat/sat_proof_manager.cpp
fixOverwrite	7f66228fbf3477eb6e37848b236509a16ae274db	e852a84d311c8073ca115ce4c5578c5f86b770da	3	src/smt/preprocess_proof_generator.cpp;src/smt/preprocess_proof_generator.h
fixPfInstContext	e450e1ed47e12f1311022467758197cdddc58c0a	56a30b7ae82b82606fe9e46e3a2c47b963e6a8e6	1	
fixProj691	7e6aefe9e36382fcce7b06f64b9ffa5b27d43a2a	fcf7d763cda72079955f17b397daa6cb6955f98c	1	
fixProj750	60c629e95c03a08f7476de8597db16997ae1268a	ea7a520f737813827ac10da9e108adf1df2764c1	3	src/proof/trust_id.cpp;src/proof/trust_id.h
fixPropAssert0302	1dcd64d16904348d449dba91cd6354dd4ec5957f	4ca634218d48a79983ee789fb132d3ffa5ea872f	1	
fixRcons	3c1368278e0af9bf382e578725624ca1a4e2918a	f4333622941b0448206f4e2de5256949ea6a518a	1	
fixReg-0702	24e9605a4cba1045586a743d87415bc8a491a4bc	890a27ee882a247a8d9b13460ffe20f50fa01426	3	src/proof/eo/eo_printer.cpp
fixReg-0706-2	b1434a43bb470c9df6e3487f107d9b214f28baf4	890a27ee882a247a8d9b13460ffe20f50fa01426	0	
fixReg-0820	034c5ccdbc57df3c2597164bf68a7c4d72ede620	534cebf13e20fab85b36cc9ecc8c28a6595e440c	0	
fixRegress-0905	5175bfece66db3f3a6d50904b5ba4d8bfc2efd0e	e743c7d855a49c5cf4aef099df38144350edd2b4	0	
fixRel	34617deadb1519602d235be58e6aa5fc7f2b6138	cd5fb80d86a03ade6037531e52f6c3dd3f708bbf	4	
fixReplChar	5a7f389223cb613491be0109a4df6de97db4de82	6dacfa50e1f16886be11dca92f26f647e596a3f8	1	
fixSepMergePto	78b8b2d138abf6af52b06d32420d9a04f072ff67	c938a904ea20f8511ae3344a9e9246a792d01a2d	5	
fixSeqModel	40ca1fda954dbfa5b8e7aebb4a1b2b3d18bdcf6a	ae326f9c27bb1cbb89ae41eb825148f16c8a607f	3	
fixStringEagerLenRe	0d1341137513ae5f5c66fa5cb13e9bb8e38e6b22	4c6f395c284283576790100f8c7f3cac47240fc8	3	src/theory/builtin/proof_checker.cpp
fixSubtypeArithRed	a56ad3a6f06dd9fb641ead21a7fd8fdc52e636fc	f4b63d64449ffed033e9054167e9620ebf7c78e3	1	
fixSygusFairDirect	f62265b5375528d3f16ce82d2f292d1418ee26ca	259389383ac43bae60e09fdc38b3a94a7c4832de	2	
fixTrAbsModel	8711af157884b18c29098ce29069b7e003c3e38f	f051883afa31d9dbe14a5d1ae1c9700cffded3b1	6	
fixTrPi	8b0f824552472d9292f12db959685926cab01250	1261a85ddb6daa08561744514ea89bbe1657f366	2	
fixTrivExp	125b41892bec93dac607b11de3537cd4f0c77568	a22355748973e5e567e9543a7f036a23d616bbbd	1	
fixesSygus	f7cd19bfb38763c472c2d0b476bd2b582b7c0681	5040b419d488c83ae12306f782b95e453c1897bf	6	
flattenBrc	ee485d2c5100bb922d92bbbd6fee32f44415335d	4e2ddcd89fad37919f87c732e1e05128f75799ea	1	
flipSygusPol	5e0ad11d5a4eb0f6404fa111f0c24a1829e06864	7988675ce9666b6f2214b583d42b9fa8be52ae60	2	
fmfCollectModelValue	19412450be2f60d530be4801dfba1b3f99921fe6	3a8a70f1a70da486790d1c417e5010b94d0db790	13	
fmfIeval	61156a62b2cedd59459b824c78cb4a0c898d9621	6df8e7ab6d3497844cbbd428de47dc9c7a0a65a9	5	
formatEo	8a8a1f9667bfc3652d3c8e524c2008584a3d22ad	c9d92b76a2219c658e2ad13cf3a79ad1091fcf3c	0	
fpIcPass	0f85f9f358dbb113deb428d894c83816d3c66d2c	5d248c367869c4f6bea12dcad001c6cf3ee1c801	6	
fpUfAbstraction	10034c9c4b6c40d0f845aea9cd55853912634482	cddf2b98205b2bb28b7127f900493ba98a07a80d	3	
freeAsumpMerge	7decef4c91793f38722c4f235902008d74c81668	b1289f90e0112cea1a164a259e3ac0e19c4b77cb	7	src/proof/proof_node_algorithm.cpp;src/proof/proof_node_algorithm.h;src/proof/proof_node_updater.cpp;src/proof/proof_node_updater.h;src/smt/proof_manager.cpp;src/smt/proof_post_processor.cpp;src/smt/proof_post_processor.h
freshBinderConfig	5830e5c41b9bf396b72ddb18a64e6fb53f6c745b	be0b6896fd56de448917fc970ae2aadf718e7014	3	
freshBinderWarn	37ed3c4a4bdabb5f879cbca5fde405c849e6a1fe	bf05b153dcc30c0dd15dc2ec7fa972818346a97e	1	
genIcHacks	f96d50ca9da7227aef11af4d910decaa8bdcce0d	3bb9a36fe79eb8025a09a59fdb88a9596b0a105d	10	
genIcPbe	f1c3890ea98c310f9d4f77a4967da76e8d0a15ef	89e00fbfffdbf3f7acde46623bf7a54f455614b5	7	
genUltRewrite	7d36a64e6709e2b1f1a9eac24573608d9d25650e	86bb23090d2eb13195906da83049531025807243	1	
getAbductReference	9fb9b4c56ca19d8185644ca8d5a0333e76b2b386	b0dcd82a9e235ffcce6a8f261cecb83a3dcf90e1	12	
getModelApiPrint	f39e3b2a4a33f381849eda91c42a3f5c6e52befa	63bccca3e6e96e8e1ed92a25ca04f10d44858bff	16	
getModelTrail	d87931d2f6fd742e83481e2e5da9013fb259d602	20ffeae01dc565547015590e06efc4db0092734f	10	
getModelValueSelectors	8de5300b4e18701f48055695b1c1060e0b307224	6a0735fe17c30fdaa3352f59db890e9aa46a5e38	2	
getOrMkConst	cff4797880b8de4a4c7e1416555fdb9d7626e418	f7b52c212a1783656b0297af5c6e3767b6a279ae	24	
getValueOpt	934ac96ee372d235bc9894a583cef058b4791baa	0cab795dec73bfb6d45343053b427869fdffcdeb	2	
getValueOpt-0826	f306a798321fbb47e204d103dd5d97c8ac51247a	16c4001e53bd32ae7c4e05a7649cdcd0aa9f23bd	4	
gradtBv	a423ae3a3d3b7e8a89c978144325c4031f000192	bcd0007231ebdef6e555dae07255c06a93397794	2	
graphs	5f2c9c2698e6e10255a40488d2d33dbcd9d15acf	76c1710e99f2e9ca2109762394eaefcbc4a5557c	9	
gttOpt	66072c1b21d0fd924cc65e5dc41dcc8dc12fb589	2c4025e44771707ba548b6d8aa5a8a13ec3cd8f1	2	
guardSafe-0724	016909ed2a5818cbe01aec12b5543084bcf6e2b6	c5fb98b48cd84a9211d44a6de592e270f3d8c352	8	
haniel-anyConst	251e2242ec5cbb96262faa90f8fbc1ed14f6daf8	eb6155c5f078a26b7cdddddad6e209fad0f825f8	3	
hoError0302	3cce7eadd96786cfc32c0d7854195fc4b45c882f	97f5f4c3d9b082e702ae31b928cb8c6fa3ddd4f7	1	
iand	e56383812e471e76eaea325982b70f4894c14401	ba7cda7a9cb02a38b1cf8fd9fbd85304a9056a5e	15	
iand0	f8b98f984007b661b67208905cd547e370b190c9	432337d270522b05b58da5ee2c6680cee738262b	1	
ievalTravTrie	78e6fd08899aca10f720cd0594c9a0451bf25b4b	d7d03b082c56ad8e7226e0b5385973d82b16d626	8	
imBench	37a84f951faee3dc870323b5bfd1b67d1d4e8e0a	bb816ef2cb29aaacda9d5f21d15b6fb120a64b19	7	
imSimpleInc	e666a3d9ab2e5ebd49c20f91391446d182b6db08	aeb554775be7eb9eb59f640fa76ee90879e19746	4	
imSimpleInc2	72c05c965cd9549d8101aa971f42f43a6207c325	aeb554775be7eb9eb59f640fa76ee90879e19746	4	
imTrivial	baffe2c5f154918d738057bd867a6ea68cb4a49a	aeb554775be7eb9eb59f640fa76ee90879e19746	14	
impCtnRed	e8a5833b323280c097181ddebd0000657b75cc84	de7798ebbc351046d7b5ae7e6379ffd61be0f1c4	1	
improveSkolemDoc	1296236231b0621bce21dd7992757393afcf243b	535a219f2ef9bc84e7863a78b20bc51ad8ba3d3e	0	
ineqConvertModEq	e7553f75b8845efbc7bb6f6e653505619dc0200a	38f32c292d0c2478e5f049276b7063510ce7d834	2	
instEval	df0d7aaea9e5489af2d2619899772998a01cac19	4fbb1339b367ec23d56dcec46c508b49b2c5174f	8	
instFullPreempt	9233ec5d14bad2e97a687d54e8d18894c58188fa	0a4895827815bed1a43c4c2121a619c7c7293bdf	2	
instLastCallDelay	21cd8798db9c5f1352126b4ad73cd3edec436789	5c6b53b365c187a91cc6f2715474d9dc8e405597	1	
instVolatile	a7bc1082093838530b62ab629c57c966f8585848	5a7a3d2da206212b98b1c3e7b1b0d32930b20c55	7	
interactiveStdinFull	5be32d94a448c079bbe3249d9b510cd6564e3718	673bdf617a72e75f474fa33b82301fa1d987a829	12	
internalProxySets	275a73719ef8423c843784c656dec4eceba66942	075e3d97974c89dcbd4cf6c7a1c3b37cbb27403d	1	
isActiveLemma	acb96d5e480e13fb3e47af95df187165d2c73eb4	51aa8060989af2d8a626adcc18efb088bcbd1438	16	
iteApply	ab702c8f785c72e8382121fde7157b2e61f03c1d	88989a9aebef1e68cc83b4cba525488546cdeb12	4	
jh-new	f5f74adb862ff0d30ff5e6cf4ad3164210db6430	028d657dc41bbb908b7b9ad6ba707dc2216b15ac	8	src/smt/proof_post_processor.cpp
jhDebugging	140ee24f91a78412c7403ac002f5559cdeea029f	7b6771fbb1c40802349c560d8c45c0430b98c78f	5	
jhRandom	2112564258af5a3a24d123ba3990af35f50d1737	f88851967fbfde8c1815f0bc641af5d48b8a8a87	7	
lamLift	ddd0e11d69f5ce13c62c67efddaf10aa3c7e447c	f2fb0be98861642e0e33ff3c5dc763e8aa5fe769	6	src/proof/eager_proof_generator.cpp;src/proof/eager_proof_generator.h
lambdaElimExpert	80184f22842e5be74f81d5c20f1e6be2c3c506a4	eea94505a69cb05180d4c9a619bc3033a388bec4	2	src/proof/alf/alf_printer.cpp;src/proof/alf/alf_printer.h
lazyDistinct	816df10fb5f0f43b2c55562876ac2e031aeda571	5a7a3d2da206212b98b1c3e7b1b0d32930b20c55	14	
lazyDistinctSlv-pf	9f5f6aa211f022b3bd81fd6a1872230305b57304	ff09969f7f020709c58d03204e2178ae1f123177	4	src/proof/proof_node_algorithm.cpp;src/proof/proof_node_algorithm.h
lazyLambdaLift	b10705934d27d00d4d96314da2efb3769ab335bb	2d071aa5cfd697cab7177cd3b520a87aaf0049dd	12	
lazySygusSample	a404ff0af998e156dbffe4d1d57aaa6572ab50e4	c116c6c1ec757fe51f2b874e750ad8281baea103	7	
learnBranchIte	24796f80ea5f5e255ed3416a9e657db46098b495	5040b419d488c83ae12306f782b95e453c1897bf	2	
lfscApplySel	ed963f23a86a8bde2b1d2c5d06b0f5b198eb3fb9	0d4c8995e9447d06d27c3cd532b7369aa5d70256	1	src/proof/lfsc/lfsc_node_converter.cpp
lfscTupleFix	1f2d9c923d4a0d0fb467d24bbfdfbb7fd13c7760	e705ed6752b71764a5e0db7c2818191c280dd11a	1	src/proof/lfsc/lfsc_node_converter.cpp
liaSplitDelay	5d77e7523ba8620726151204714fc6e4f21a8dfa	0a8baa0f0a0d43681a8d7faee3e97c9e52fa9787	3	
limitArith	a9cc2b596ec0f6e52867e17c520c023eac09eeeb	beff2e495e83363ab31e4342be75b59e9cbd03ff	7	
linearSolver	57d71f932689d72f798f72a699d7327027923ffe	f867bfa5d83dd69f4ba350022dcdf50d830ddecf	39	src/proof/trust_node.cpp;src/proof/trust_node.h
linearSolverSub	1a3755491c234b326932b7d354f208acc62e4559	9a741c0a99f7451273b0bbce8cb7e2eec20148b8	12	
localOptsAbd	bed44b75c612ae1574ffc102fc182d2950516f3f	a06b10cf51c22dd86bf266ef1494dded4b53e9f0	3	
localPasses	c1805d59d6d3bdb139f0721740baea617a8fa498	c4a2d444a601ab8131d2088065bbc8bd24ed7696	3	
logosDev-v3	1321fcb7add8a19f8d45adc0a22d81214228b83a	e92a350d9f962311bdee8646d3b9e8d6942c4980	0	
logosDev-v4	c775190b24493e5d9104dbc2ff347650b31962e3	3dcc1ef5421ab62cc1ee9af52d70042ce6861af0	3	
logosDev-v4-quantRefactor	40a649702e164b869e35f4fbcb446a8b31297d98	6f9eb83f0bfa10929519045730bec47c70c16967	5	src/proof/eo/eo_node_converter.cpp;src/proof/eo/eo_node_converter.h;src/proof/eo/eo_printer.cpp
logosDev-v4-re	bd90cb008f18ad22204173fff1c4ce106e4d9924	09668f2e865a2c21335a7da238406066b2b1f938	5	src/proof/eo/eo_node_converter.cpp;src/proof/eo/eo_node_converter.h;src/proof/eo/eo_printer.cpp
logosDev-v4-re-2	cdeac7aee758729f73707f52aa9aa54b0b59ea91	6f9eb83f0bfa10929519045730bec47c70c16967	5	src/proof/eo/eo_node_converter.cpp;src/proof/eo/eo_node_converter.h;src/proof/eo/eo_printer.cpp
logosDev-v4-reRev	d182e01ba7af0781528632cc270de2219c874eb0	f88851967fbfde8c1815f0bc641af5d48b8a8a87	4	src/proof/eo/eo_node_converter.cpp;src/proof/eo/eo_node_converter.h
logosDev-v4-stringSimp	54b14dacef438a929d20eaeed3cb1ccb4b6a93be	6f9eb83f0bfa10929519045730bec47c70c16967	5	src/proof/eo/eo_node_converter.cpp;src/proof/eo/eo_node_converter.h;src/proof/eo/eo_printer.cpp
logosDev-v4-tupleIs	8d4d9386c099bb2fb42850cfefd1fc957c93fb27	16c4001e53bd32ae7c4e05a7649cdcd0aa9f23bd	7	src/theory/builtin/proof_checker.cpp;src/theory/datatypes/infer_proof_cons.cpp
logosDev-v5	b45b891e420f3e47525d501ab581d0d2d06bd745	a2b5a9c4397f9184a4dc619443fb6ce4deef98ef	1	src/proof/eo/eo_printer.cpp
lowLevelOptMore	ebd82ce202e70f6e2d3c564fa958ed079236d0be	e1074c87769d079936b52a8e8ea33cc03f8b4638	3	
macroEagerInstMt	60709829cc027cf9850552b4e272bd3acbda50ac	b5ddd935fa1010a362aa65275cc3079604a2f1c8	30	src/prop/prop_proof_manager.cpp;src/prop/prop_proof_manager.h
macroLambdaValueNorm	791b59be7e6fe739eae2e9cf75e20858ed5c80c4	ac0619882a17db469dd89da6242342f77defccdf	2	src/api/cpp/cvc5_proof_rule_template.cpp
macroNnfNorm	65ec344f1cf936423c866616e6cff5a5e2e033ab	5faa98999cfaf477203a7fc5a2bf90bc48525940	7	src/api/cpp/cvc5_proof_rule_template.cpp;src/proof/trust_id.cpp;src/proof/trust_id.h
macroQuantOnce	80d09b24b36745b10da7b46aa434a405ea91c805	029490f508b371f68e7859b6a9a873108d5c587b	1	src/rewriter/basic_rewrite_rcons.cpp
macrosEagerInst	31a6f9bf120c4e6e6bd12898fb943d9c30732ac1	d00941602263ad53feb35d4c6353dfc890fb6b00	33	src/prop/prop_proof_manager.cpp;src/prop/prop_proof_manager.h
macrosHo	bcf3a54ad09a0a669e2484a33b40aba305fefe97	8cd1274161ce2e64fd40840f4d4b002dd580d01b	2	
master	3dcc1ef5421ab62cc1ee9af52d70042ce6861af0	3dcc1ef5421ab62cc1ee9af52d70042ce6861af0	0	
mbqiEcSygusG	99969d95ced36455c10f13c9a10222e218c67665	ae2d768ec2b7130e071851de41f0445780e16cca	2	
mbqiEnumChoice	20325f2586c760790b03140bce9da50f63dd3cb6	3b7111d98eaedceb58d48a4a6f7148b51ee15450	11	
mbqiEnumChoice2	949f3fd95bdffc85e4229e5a8ad47e70395d2177	1f5c50e323a55927b79061da6848f0fd5af09f98	17	
mbqiEnumChoice2-fixPoint	b2582725bb41727f0d3bf8e12e7f22075204b700	0ee7dca383966ea44d44330b9db5046d0dbe5819	21	
mbqiHoDev	39b7b2e8af1ad64c08326c98bd748a8f8686c591	e7f7ec61f54639b5a7f47a4a93ce00147dbb43b9	6	
mbtc2	6c79345a6da62925aa9b674cb2e0afd0e3ecefbf	5f6bcbcebb314f0a4333161d0e69ea31b4563101	8	
mbtc25	f10ab30a1672b966b69fa2e70dd92470209ae065	80179308f34081d48876c928dab27024f04a6b00	15	
minorOpt-0516	341f7b6b5a77644322f3d6a7afe82caca3fa143d	d657007a99600b9032b20e723c178ccf9fbf2f76	3	
minorReg-0603	b79819abf2057475e42037d1cad4f852c4bcaa65	27b2af6ebe059c7e62a892d0234057c4a39cf19a	0	
miscStats	d475b8549c487789fc646e2efa80923f93e0e8c0	158ac3ba67b6445dd10c1d604625eddf8531d2b4	2	
modRSplitOverflow	1ac48cd06ffd94a5ef658f32d762619e086fa1b7	3075a8e20dba6a784316714543c8a1b262459d9a	2	
modelUPrintDt	8b8c9a49fe5a013eedf93f73e7a0acf1a1f05da2	bd2d37404b7b3ed19ce5131b7fbc518f03467832	2	
modelVerify	480e64e4694498646a0ce8e6535ea615498faefb	c17a2d05ff50be03d068995bf4c4e26246ca257f	7	
moreQg	ee55d23f22fdbe4d1eed9fc3d360cc804463635b	a8e57b9025bcfffb1e3ecc9d7d6e7b36b62a15aa	3	
moreSygusUtils	978a8add14026fbf65fa12be447798b998406a5c	f493ea93e925e3ad9bfe0036e1d876d5600d5b30	2	
multiTriggerSingleBase	47c079bfd94e4f32736fed11b08ea8995c762a61	8b0a6283a374109a9c73c63699f1cc519b36dcc5	3	
mvReg3	a65cc17c6f691450955cb4d502049edf42cf129a	48d3546ed6083d9318ab80ec249ac2d2fdbb98bc	0	
mvSymMan	0e1462a7c2cfb5b537863867a9b9ae61949d47fc	b47d65698b514cfbe353182cab8e4261d74a020e	10	
ncSimpMore	9491dc299a78f6bcdd55180ce5fd24f82192114a	de62429fa7c03a46d5d75f9d78fc8888792a0798	1	
ncSimplifyInc	13e9691aac88792351f3fd845298407d6e41e880	61c78314a1519b5e7be1c45ef9f6cee25b3a10b4	2	
nestedTriggers	b74b5620d5e11d2c81dd6547d62aab1e005cb419	5ef7a7fedeee39ed77f8717bc434894a2e294e0d	6	
nestedTriggers2	6abc8f4851c770b0ce191da6c8a82b533f3796a5	19912c4267afd7abc7a6a61b23ad76fec885c7f8	4	
networkExamples	34ca33e6fc27d8eefc7173a6135c8cb89ba65b7a	fb6bab97d8a9103a0d9c94ea9ba54cb04ed2a2a8	10	
newRare-1010	e3566785bd09487658c43332e3df4bb9971ae663	e6bcb311f0956f8d2ec4b4a99157add471846326	9	src/rewriter/mkrewrites.py;src/rewriter/node.py;src/rewriter/rewrites_template.cpp;src/rewriter/theory_rewrites_template.cpp;src/smt/proof_final_callback.cpp;src/smt/proof_final_callback.h
news	ca14d204c806e339e8515a29b911049922ed0a38	63b043746c1de2b587afdf806825edd80443d97e	0	
nextAbduct	4a0e540de6496c596faf8c47430f202d4a5e4efb	7988675ce9666b6f2214b583d42b9fa8be52ae60	16	
nlAlwaysCheck	3f4480d2caa34f03b912b3c994590efc59da5d2b	6b318349acd85c1294878040d7753343949a52c6	4	
nlCCom	16ca07dfaebb584afa9955b10d552bf5976b488c	e8bbee7afb039834955aee96d181b499550a28fe	7	
nlEnums	e8944df809c6d6167995ce9750eb21d46c82fe43	8096c8fef2759d5e271ab1fe9877e851d046df05	12	
nlExtSampleTestCheckModel	2d198ac5fbde17cfb063a1a8379608b958eb3a7d	d02e1cb3eb74380495aa3ff9e57fd04e4411aa55	2	
nlExtTplaneLimit	91ef666640f02749d4190b3ef52ed4615ff86f3f	d718da758b27c2824d2aff44faf71971133217ab	3	
nlExtTplanesDef	3758a7764511f9e74a6c54f9aac34e8643a7dc2f	33ec6ac29c55ac6db7d86a700cb5e8f06b93ab96	1	
nlLinCheckModel	992427bac7e346f0053bdbf2feb3a122cace8fe5	23eb6c0ab05b6607c14ee33b5c0101381aa0bc41	5	
nlPower	0f8d5ae41ca66350f50fae4f734ee4a5d341393c	4a0637be2548b2ee4c29873c045246cb36e8d122	6	
nlReg	6871380d1e9905ae59106d17da00dc0cec2936a7	239d9ecf1afc663803191c7347fee97d9089b982	0	
nlSolveInst	0e075f7feb8241499b6a7d6b43ac4010c2861285	08289dd911aff28110baf0fd815fd912f8b76fd3	4	
nlTauts	7aab19bb7a8005fcf3d8266ff5fe944c2ce79032	8e476f1efeb7f8b3188ea1795ccd27f98f41e4d2	5	
nlt-030122	38ea12f3197bca519afebc84c098bf57b859e5d8	7f67de1dc1492f12e14d46316dcdd680d753b58c	4	
nmAlwaysKind	3cd09ef235d4fda9a124d3649947f452ce5ad69e	111bb768e54fcd4ff029b350d3d9f96fb19f04b9	9	
nmCleanup	50aeae002d47048a96dad634e7fa3ea1bff07dc3	2feda31e79492e2655251f7cb2c74e71db8ac179	193	src/proof/alethe/alethe_node_converter.cpp;src/proof/alf/alf_node_converter.cpp;src/proof/lfsc/lfsc_list_sc_node_converter.cpp;src/proof/lfsc/lfsc_node_converter.cpp;src/proof/lfsc/lfsc_post_processor.cpp;src/proof/lfsc/lfsc_post_processor.h;src/rewriter/rewrite_db.cpp;src/rewriter/rewrite_db_term_process.cpp;src/rewriter/rewrites_template.cpp;src/rewriter/theory_rewrites_template.cpp;src/theory/arith/arith_proof_utilities.cpp;src/theory/arith/nl/coverings/proof_generator.cpp;src/theory/arith/nl/ext/proof_checker.cpp;src/theory/arith/nl/transcendental/proof_checker.cpp;src/theory/arith/proof_checker.cpp;src/theory/arith/rewriter/node_utils.cpp;src/theory/arith/rewriter/node_utils.h;src/theory/arith/rewriter/rewrite_atom.cpp;src/theory/arrays/proof_checker.cpp;src/theory/booleans/proof_checker.cpp;src/theory/booleans/proof_circuit_propagator.cpp;src/theory/builtin/proof_checker.cpp;src/theory/datatypes/proof_checker.cpp;src/theory/quantifiers/proof_checker.cpp;src/theory/strings/infer_proof_cons.cpp;src/theory/strings/proof_checker.cpp;src/theory/uf/eq_proof.cpp;src/theory/uf/proof_checker.cpp
noAppSymbolic	279c0ccae6c115a9b4a5d8c1d3e68ef528cd19b8	40a4bb7e43adf97534c29a52ed079c4efd687644	8	src/rewriter/rewrite_db_proof_cons.cpp;src/rewriter/rewrite_db_proof_cons.h;src/rewriter/rewrite_db_term_process.cpp;src/rewriter/rewrite_db_term_process.h;src/rewriter/rewrite_proof_rule.cpp;src/rewriter/rewrite_proof_rule.h;src/smt/proof_final_callback.cpp;src/theory/builtin/proof_checker.cpp
noArith	1060bf40afa91b34dab6d2a75eb37843d86d6fa1	dd79405c9b5091b165dc8ba44bc7c67e268b84d1	1	
noArithSubtype2	4e50cfa14c5b7677bf69893292c0c667d9b8bfe6	0f2b2170adbf22f1541ed5be0eebd3fde7b80ba3	45	src/proof/alethe/alethe_nosubtype_node_converter.cpp;src/proof/lfsc/lfsc_node_converter.cpp;src/theory/arith/rewriter/addition.cpp;src/theory/arith/rewriter/node_utils.cpp;src/theory/arith/rewriter/node_utils.h;src/theory/arith/rewriter/rewrite_atom.cpp
noAutoRealFromInteger	a5edca02c8d6708007ec677138d69d573f01b495	b1fa0c40fef2e75a3d3af60dab9caecb643344be	1	
noCapSubs	ca6212f7eb0a06c942ad85d56210b3c85894b3c6	3809343bf829523e425225cbf641a4fc62c713f7	5	
noCheckDecl	9da0c9a653d2adb0a5ac3ee3579a9aee16f93d86	18d0c5e070dfa4c8b643ea1a9b656cf3191bc2f2	1	
noConjoinLit	9d2576e8d50f910f4462a194b4e73624dbf04457	92ca886b22c2ec84ffcddb03f1af1bc8d78cc933	2	
noDtSygusEvalModel	6f20207250fd39b9a34c00244a87ab2ec1ca8333	f621457e6c0ef6d32e2f8343c0e1e63a80c8775e	1	
noEeLinear	6a366dd7ad8d63556a7be67371c1209047d8ce32	cdcaac9b1934dd84b604622544f0633bbe2ceeb6	2	
noElimSuffix	86d34947d4b7a575a2e81c9f4c4142b7da5f4105	9c636573e0e8350bf24c7eb2ed2ee0da4bb82f36	9	
noGtPurifyBool	f803894dd38725b72fd611d52bfb51e3db732a59	3759dab95085f510833820b9f98ee9e5c6e122f8	1	
noHoApplyCg	e60ab8e7649f389e579eef9d50fb70c6cc0236c7	2ae4ede42a9b876e5715620dbeee63fcfe89ce11	4	
noInputVarSk	122a02e14bec6e0fb449d651ed6813a3c2a91215	b1fa0c40fef2e75a3d3af60dab9caecb643344be	4	
noPropDeq	ee668004ec8ab3fef4107fc4e556cb0e43ef4b2c	b8e2b28af5d163155098b04f5ced66f979b213fc	1	
noPushAssuming	a2705d34d7c3855fd186dbcf9a81645f9ec8f5aa	7fb9043874ecd3f89601bedd14bac12a54e29547	1	
noRegisterTermLem	8a0676d505ac40f364f926834c9cf18eb5c8f72d	30bd4087ab2df052d160bab68dff8882815e8676	2	
noSimpleLearnedLitPp	0fbc2a25868e88f37f30338dc3c94664b40d8870	cddf2b98205b2bb28b7127f900493ba98a07a80d	1	
noStaticVSpt	4b79c5da5c121a473b1587c1c2f6bb165127871a	17d5e26a9a0aac458cd8c9a0bf8d99b62efadc52	5	src/theory/strings/proof_checker.h
noSubtypes	1c861414b7dd84f03bf629658bf3a529b267eb44	e10051079bc5a12e23f0d87447f29f0d3c6622cb	39	src/proof/alethe/alethe_nosubtype_node_converter.cpp;src/theory/arith/nl/ext/proof_checker.cpp;src/theory/arith/nl/transcendental/proof_checker.cpp
noSubtypes2	e688bb6362b7fd28a1cdf256f6821f5a73a34be4	c956118d285deea24c3389e851deda0d83cf9e5f	13	
noSygusEvalModel	ee56088c89ee15cbc2abd8a5144b709182610312	f6ba348d9de2109fa840464c4705944f81710a10	1	
nodeConvertUntyped	27ee0b2a93772bcad0df2cd003fb466bc1c2de68	cb122f4ed68a9613cf81d3b6c2326a684bc1032c	2	
nonStaticBvInvert	fa13c74702ac7ea7ef8c8e51385461c92c3e66b7	52bdeff9adb7ebaaf54dec3232f7b896f86e9834	8	
nonStrictEqSmtLib	403d035a27bb3b0581ce9fecead0f806c34587f9	a928211cee1c0e1e0cf46f28e65854c0cee94ca5	1	
notifySatClause	8bb741f5bdf2351b9badb1e88e495b2fbc57a744	bfe648c1c042692eab874a2b297e46394e27d0f8	6	src/prop/prop_proof_manager.cpp;src/prop/prop_proof_manager.h;src/smt/proof_logger.h
nratExp	9a1c2785d542e411da40ef8058c49a1fef83017e	1e91ae53dec0e7cc75a0c733a85df757ad1e3655	4	
nratInterleave	005c1eb12a7f9811593e607a98946b0073bd03e6	ff9caf3df7bcc3f394748abc576e3b1a85d78191	2	
oclTimestamp	5ccfb76d917c772b0e79686149a73cf4141f2460	9a741c0a99f7451273b0bbce8cb7e2eec20148b8	8	src/prop/prop_proof_manager.cpp;src/prop/prop_proof_manager.h
omtApi	72eb9a727892ae06441419924d832ea7c281cfd9	0b8909407524fc72e02ebbde52c0257910f5cb3a	26	
oneConsInst	4241c3ea39fbf017a6f2d800bf5460e6e093fc5d	1120e3df17caa4154cc2974136dd993ee12489b2	2	
oneConsSkipTester	bdb3267bf84c13355b34bb6d364b2dd7a03858f1	8ee81b3ea29d0d11ca61f51dc1b7815ac24f6a43	2	
optArithRw	efdc0767a9089466640cfe4ba03245efd1374d95	158ac3ba67b6445dd10c1d604625eddf8531d2b4	2	src/theory/arith/rewriter/ordering.h
optGetType	844f7b08457a1dd1f78e00771178b26e0878e689	c3597617c1737451f9243bf8bb890170e9ab05c0	1	
